Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-APRIL-2026,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2364,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3505,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NNF16,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRIDLINGTON HOSPITAL,0,0,1546,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,3114,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1649,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2357,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2787,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RW1,NHS ENGLAND SOUTH EAST ,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2917,0,0,0,0,0,24,0,0,0,0,0,0,0,2,115
MSitAE-APRIL-2026,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15596,0,0,0,0,0,2256,0,0,0,0,0,1068,50,2828,0,0,181
MSitAE-APRIL-2026,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,DJV01,NHS ENGLAND SOUTH EAST ,HERNE BAY HEALTH CARE LTD,0,0,2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
MSitAE-APRIL-2026,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7156,0,2863,0,0,94,3375,0,8,0,0,0,368,587,2512,0,0,683
MSitAE-APRIL-2026,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9374,0,0,18,0,0,1831,0,0,0,0,0,314,26,3268,0,0,495
MSitAE-APRIL-2026,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1134,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,6443,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3546,0,0,210,0,0,36,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2921,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11100,0,0,0,0,0,2271,0,0,0,0,0,170,32,1696,0,0,336
MSitAE-APRIL-2026,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,3263,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2159,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
MSitAE-APRIL-2026,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,22326,883,10855,0,0,0,7928,0,109,0,0,0,1016,732,6006,0,0,147
MSitAE-APRIL-2026,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
MSitAE-APRIL-2026,NVE43,NHS ENGLAND SOUTH EAST ,HASTINGS GP LED HEALTH CENTRE,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4353,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4393,0,0,86,0,72,2141,0,0,0,0,0,288,317,829,0,0,188
MSitAE-APRIL-2026,AQM01,NHS ENGLAND SOUTH EAST ,FAVERSHAM MEDICAL PRACTICE MIU,0,0,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,27055,1629,1653,1668,0,588,10313,45,221,480,0,25,730,900,8133,31,145,1600
MSitAE-APRIL-2026,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5328,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6012,908,155,101,0,0,2402,0,0,24,0,0,389,161,1403,0,0,139
MSitAE-APRIL-2026,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8499,0,0,275,0,0,339,0,0,56,0,0,0,0,0,0
MSitAE-APRIL-2026,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1629,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,1049,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5170,0,0,246,0,0,158,0,0,6,0,0,0,0,0,0
MSitAE-APRIL-2026,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,1851,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4741,0,0,454,0,4328,1906,0,0,126,0,1,211,43,2012,0,0,495
MSitAE-APRIL-2026,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844
MSitAE-APRIL-2026,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16483,1991,8319,514,0,0,7846,0,214,225,0,0,836,1279,5374,0,0,2216
MSitAE-APRIL-2026,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
MSitAE-APRIL-2026,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,60
MSitAE-APRIL-2026,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,7143,0,1576,0,0,0,911,0,0,0,0,0,296,170,1173,0,0,0
MSitAE-APRIL-2026,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8123,0,3733,35,0,13,3152,0,120,14,0,0,360,476,2406,0,175,796
MSitAE-APRIL-2026,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8343,0,2528,468,0,153,3898,0,18,0,0,0,352,724,1578,0,0,275
MSitAE-APRIL-2026,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9081,0,2021,101,0,5,4210,0,49,30,0,0,606,448,2034,0,0,413
MSitAE-APRIL-2026,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10777,0,8721,0,0,0,3889,0,6,0,0,0,577,644,1837,0,0,225
MSitAE-APRIL-2026,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,6346,0,0,0,0,0,197,0,0,0,0,0,0,0,6,0,241
MSitAE-APRIL-2026,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9588,0,0,0,0,0,3755,0,0,0,0,0,452,573,3754,0,0,925
MSitAE-APRIL-2026,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,8704,0,0,0,0,0,185,0,0,0,0,0,0,0,1,44
MSitAE-APRIL-2026,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8689,0,2778,141,0,2112,3964,0,42,17,0,46,654,615,2960,0,11,916
MSitAE-APRIL-2026,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1130,0,0,67,0,0,4,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,14067,0,6098,0,0,0,6107,0,31,0,0,0,776,848,3204,0,0,813
MSitAE-APRIL-2026,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
MSitAE-APRIL-2026,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10932,1111,8332,369,0,0,4671,219,141,157,0,0,631,495,2480,0,29,61
MSitAE-APRIL-2026,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,8445,1090,2902,0,0,0,3015,0,46,0,0,0,258,258,3334,930,0,1239
MSitAE-APRIL-2026,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,3814,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,7663,0,0,1443,0,0,461,0,0,22,0,0,0,0,0,0
MSitAE-APRIL-2026,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,2048,0,0,32,0,0,31,0,0,1,0,0,0,0,0,0
MSitAE-APRIL-2026,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26525,3241,11052,3307,486,766,8975,120,259,1062,30,14,2582,97,5770,121,87,386
MSitAE-APRIL-2026,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10724,1333,5737,877,0,1390,3898,13,128,340,0,33,135,1,4627,33,0,1175
MSitAE-APRIL-2026,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,15796,0,4346,0,0,0,6348,0,0,0,0,0,1073,573,4278,1,0,2313
MSitAE-APRIL-2026,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,3363,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
MSitAE-APRIL-2026,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6998,0,1694,0,0,0,2905,0,0,0,0,0,633,176,1761,0,0,328
MSitAE-APRIL-2026,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1493,0,0,0,0,0,270,0,0,0,0,0,0,0,116,0,15
MSitAE-APRIL-2026,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12635,0,4159,1374,0,80,5454,0,11,552,0,0,916,256,3229,0,0,1796
MSitAE-APRIL-2026,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10427,0,7007,0,0,0,3787,0,187,0,0,0,139,61,2043,0,0,266
