Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions
MSitAE-MAY-2026,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5698,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
MSitAE-MAY-2026,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6290,816,176,85,0,0,2704,0,0,17,0,0,469,174,1440,0,0,148
MSitAE-MAY-2026,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11679,0,0,0,0,0,2404,0,0,0,0,0,225,8,1743,0,0,276
MSitAE-MAY-2026,G3P9C,NHS ENGLAND SOUTH WEST ,TROWBRIDGE MINOR INJURIES UNIT,0,0,1318,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3857,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NNF16,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRIDLINGTON HOSPITAL,0,0,1613,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,3011,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1752,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NQT1I,NHS ENGLAND SOUTH WEST ,CHIPPENHAM COMMUNITY HOSPITAL,0,0,1853,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NVE43,NHS ENGLAND SOUTH EAST ,HASTINGS GP LED HEALTH CENTRE,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,3573,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,27876,0,8059,9,0,2,9249,0,141,2,0,0,1777,867,8897,0,156,1166
MSitAE-MAY-2026,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17980,0,7563,205,0,0,6834,0,84,37,0,0,500,493,8065,0,0,938
MSitAE-MAY-2026,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4748,0,283,212,0,13,290,0,0,3,0,0,6,0,964,0,0,90
MSitAE-MAY-2026,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8220,0,1654,0,0,0,2813,0,0,0,0,0,568,281,1696,0,0,520
MSitAE-MAY-2026,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11750,2597,3412,1569,18,0,4294,61,0,399,1,0,680,17,2522,0,0,326
MSitAE-MAY-2026,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,10806,0,6668,0,0,450,5468,0,69,0,0,5,764,787,5487,0,0,490
MSitAE-MAY-2026,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,13511,2426,6389,0,0,0,5442,69,144,0,0,0,60,8,820,38,45,323
MSitAE-MAY-2026,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,7575,0,1782,0,0,0,1022,0,1,0,0,0,368,103,1254,0,0,0
MSitAE-MAY-2026,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1440,0,0,0,0,0,15,0,0,0,0,0,0,0,10,597
MSitAE-MAY-2026,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,19109,0,2021,812,0,122,4131,0,31,110,0,1,925,287,2222,0,0,604
MSitAE-MAY-2026,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
MSitAE-MAY-2026,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,2179,0,0,43,0,0,40,0,0,2,0,0,0,0,0,0
MSitAE-MAY-2026,AQM01,NHS ENGLAND SOUTH EAST ,FAVERSHAM MEDICAL PRACTICE MIU,0,0,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,9207,0,0,318,0,0,280,0,0,84,0,0,0,0,0,0
MSitAE-MAY-2026,NV693,NHS ENGLAND NORTH WEST ,ROSSENDALE MIU & OOH,0,0,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11235,1427,6147,951,0,1505,3948,31,226,380,0,81,170,0,4840,31,0,1248
MSitAE-MAY-2026,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7164,0,1418,0,0,0,3069,0,0,0,0,0,643,174,1889,0,0,361
MSitAE-MAY-2026,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16870,1931,8773,543,0,0,8078,0,305,232,0,0,846,1273,5241,0,0,2175
MSitAE-MAY-2026,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9881,0,0,0,0,0,2885,0,0,0,0,0,599,1,2006,0,0,512
MSitAE-MAY-2026,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15827,0,4934,252,0,406,6275,0,177,69,0,12,487,848,3787,0,42,1468
MSitAE-MAY-2026,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,13414,0,4850,1434,0,118,5694,0,9,545,0,1,820,278,3128,0,0,1841
MSitAE-MAY-2026,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,15679,488,8781,631,0,472,7942,0,134,280,0,7,1025,821,4703,0,0,1114
MSitAE-MAY-2026,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5637,0,2669,0,0,0,2658,0,223,0,0,0,538,569,1925,0,0,1074
MSitAE-MAY-2026,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8950,122,8444,0,0,0,5719,6,70,0,0,0,723,396,3298,0,0,1645
MSitAE-MAY-2026,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8884,0,2313,504,0,144,4406,0,51,0,0,0,419,580,1670,0,0,261
MSitAE-MAY-2026,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10941,0,8963,0,0,0,3898,0,15,0,0,0,432,773,1894,0,0,274
MSitAE-MAY-2026,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,6494,0,0,0,0,0,261,0,0,0,0,0,0,0,1,0,245
MSitAE-MAY-2026,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7954,0,2841,0,0,0,4149,0,81,0,0,0,539,432,2518,0,0,526
MSitAE-MAY-2026,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10252,0,0,0,0,0,4245,0,0,0,0,0,464,657,2954,0,0,899
MSitAE-MAY-2026,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,8969,0,0,0,0,0,188,0,0,0,0,0,0,0,1,33
MSitAE-MAY-2026,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9293,0,3058,143,0,2291,3940,0,63,9,0,43,661,599,3231,0,19,926
MSitAE-MAY-2026,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1218,0,0,59,0,0,8,0,0,1,0,0,0,0,0,0
MSitAE-MAY-2026,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10192,0,4229,0,0,0,5329,0,342,0,0,0,957,459,3765,0,0,2003
MSitAE-MAY-2026,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,17010,125,6925,124,0,77,6366,0,219,0,0,0,2043,576,3404,0,178,779
MSitAE-MAY-2026,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8656,0,10473,310,0,493,3698,0,285,107,0,0,600,313,1865,0,0,2270
MSitAE-MAY-2026,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,28760,1544,1574,1628,0,586,11263,82,178,494,0,30,664,890,8453,31,23,1687
MSitAE-MAY-2026,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,5641,0,0,2651,0,0,39,0,0,18,0,0,0,0,0,0
MSitAE-MAY-2026,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,231,0,0,2816,0,0,0,0,0,12,0,0,0,0,0,0
MSitAE-MAY-2026,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,479,0,0,2233,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,NNJ15,NHS ENGLAND MIDLANDS ,RUTLAND MINOR ILLNESS AND INJURY SERVICE (FORMERLY WLHH PRE-APRIL 2026),0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,15936,0,4982,0,0,0,6228,0,0,0,0,0,1109,410,4272,4,0,2337
MSitAE-MAY-2026,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,16484,2607,0,0,0,0,5419,209,0,0,0,0,960,286,5000,18,0,1518
MSitAE-MAY-2026,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,7154,0,3993,0,0,0,3838,0,92,0,0,0,317,138,1635,0,15,450
MSitAE-MAY-2026,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,9838,0,4594,35,0,146,2687,0,210,7,0,0,955,188,4384,0,0,823
MSitAE-MAY-2026,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,18436,0,9068,0,0,0,6598,0,0,0,0,0,80,43,5237,0,0,2152
MSitAE-MAY-2026,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8650,0,5303,682,0,326,3919,0,81,316,0,0,810,0,2251,0,0,461
MSitAE-MAY-2026,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11914,0,14125,0,0,0,4727,0,1039,0,0,0,725,511,5112,0,2,236
MSitAE-MAY-2026,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,7291,0,13732,0,0,0,4199,0,911,0,0,0,513,653,2413,0,53,1562
MSitAE-MAY-2026,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1559,0,0,0,0,0,140,0,0,0,0,0,0,0,112,0,10
MSitAE-MAY-2026,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6804,0,5729,0,0,0,3481,0,52,0,0,0,706,200,2196,0,14,149
MSitAE-MAY-2026,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9193,1167,7485,398,0,1138,4880,0,342,186,0,34,1116,7,3276,0,0,3394
MSitAE-MAY-2026,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10870,0,7418,0,0,0,4139,0,171,0,0,0,151,83,2045,0,0,269
MSitAE-MAY-2026,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4715,0,0,99,0,63,2471,0,0,0,0,0,267,328,865,0,0,192
MSitAE-MAY-2026,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,11462,1615,7277,113,3,790,3991,5,208,28,0,11,762,664,5712,0,66,1308
MSitAE-MAY-2026,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,7828,0,4399,0,0,0,3563,0,569,0,0,0,707,443,2708,0,0,1182
MSitAE-MAY-2026,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11247,672,2087,0,0,0,3691,35,1,0,0,0,450,833,2341,0,0,445
MSitAE-MAY-2026,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5133,0,1002,0,0,0,712,0,0,0,0,0,10,0,547,0,0,219
MSitAE-MAY-2026,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9139,0,1867,0,0,484,2220,0,0,0,0,0,465,239,1760,0,1,365
MSitAE-MAY-2026,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,19105,721,10968,77,0,436,7225,0,145,30,0,0,1680,430,3795,0,0,1107
MSitAE-MAY-2026,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5073,0,11724,0,0,0,2432,0,33,0,0,0,110,1,1650,0,442,2345
MSitAE-MAY-2026,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9955,1219,3210,0,0,0,4037,0,71,0,0,0,245,137,3155,911,0,1219
MSitAE-MAY-2026,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,14439,0,11946,0,0,0,4699,0,607,0,0,0,286,1112,4122,0,91,1665
MSitAE-MAY-2026,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,9261,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4005,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0
MSitAE-MAY-2026,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31
